trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
214,False,"{'a': 0.9, 'e': 0.6098557530138449}",35,7,-50.00480285432714,"{0: 25, 1: 0, 2: 0, 3: 2, 4: 1}",1
215,False,"{'a': 0.9, 'e': 0.6061847003407997}",20,10,6.4642411006266665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.9, 'e': 0.6025161474801729}",25,13,-20.05864081065169,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.9, 'e': 0.5988504326417345}",25,0,-92.61755172473084,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
218,False,"{'a': 0.9, 'e': 0.5951878898684959}",30,0,-48.748749452237114,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
219,False,"{'a': 0.9, 'e': 0.5915288489900701}",25,0,-68.37182054626406,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
220,False,"{'a': 0.9, 'e': 0.5878736355789778}",35,3,-28.992018216638492,"{0: 25, 1: 1, 2: 6, 3: 0, 4: 0}",1
221,False,"{'a': 0.9, 'e': 0.5842225709098559}",20,2,-8.781412946887091,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
222,False,"{'a': 0.9, 'e': 0.5805759719215176}",30,0,-43.747821700137614,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
223,False,"{'a': 0.9, 'e': 0.5769341511818191}",20,0,-75.41061691017943,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
224,False,"{'a': 0.9, 'e': 0.5732974168552809}",20,0,-70.72917392708548,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
225,False,"{'a': 0.9, 'e': 0.5696660726734173}",25,16,-44.59208339448886,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.9, 'e': 0.5660404179077194}",30,15,-43.61412089648576,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
227,False,"{'a': 0.9, 'e': 0.5624207473452462}",25,0,-7.409973899745502,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
228,False,"{'a': 0.9, 'e': 0.5588073512667662}",25,0,-89.6680352270006,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
229,False,"{'a': 0.9, 'e': 0.555200515427404}",20,0,-14.481724768077314,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
230,False,"{'a': 0.9, 'e': 0.5516005210397339}",30,0,-1.8486820893396896,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.9, 'e': 0.5480076447592719}",20,7,-43.11988490491908,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
232,False,"{'a': 0.9, 'e': 0.5444221586723117}",20,0,-115.62092757696425,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
233,False,"{'a': 0.9, 'e': 0.5408443302860519}",20,0,-51.63461713046327,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
234,False,"{'a': 0.9, 'e': 0.5372744225209625}",20,3,-5.464645943841358,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
235,False,"{'a': 0.9, 'e': 0.533712693705334}",20,10,10.003013012342947,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.9, 'e': 0.5301593975719618}",25,13,11.778705032764886,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.9, 'e': 0.5266147832569069}",20,0,-79.74170166418507,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
238,False,"{'a': 0.9, 'e': 0.5230790953002826}",20,0,-4.331543278557268,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
239,False,"{'a': 0.9, 'e': 0.519552573649015}",20,0,-44.64796194361598,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
240,False,"{'a': 0.9, 'e': 0.5160354536615227}",20,12,-29.819489849602768,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.9, 'e': 0.512527966114263}",20,0,-26.2107310208992,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
242,False,"{'a': 0.9, 'e': 0.509030337210095}",20,8,-41.83175418225248,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
243,False,"{'a': 0.9, 'e': 0.5055427885884036}",20,0,-53.88767237670653,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
244,False,"{'a': 0.9, 'e': 0.5020655373369359}",20,0,-22.848183200891093,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.9, 'e': 0.4985987960052962}",25,11,-45.81313409383891,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
246,False,"{'a': 0.9, 'e': 0.4951427726200516}",20,8,-6.249742530664239,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.9, 'e': 0.4916976707013926}",30,0,-85.56503422001758,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",1
248,False,"{'a': 0.9, 'e': 0.4882636892813055}",35,27,8.34645431435604,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.9, 'e': 0.4848410229232001}",25,12,-12.027106156143116,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.9, 'e': 0.48142986174294766}",20,0,-122.68919937998152,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
251,False,"{'a': 0.9, 'e': 0.47803039143127946}",25,15,-3.603097263800069,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.9, 'e': 0.4746427932774979}",35,26,15.73481419412887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.9, 'e': 0.47126724419445176}",25,8,-35.68353156110662,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
254,False,"{'a': 0.9, 'e': 0.467903916744731}",30,12,-10.913708171121522,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
255,False,"{'a': 0.9, 'e': 0.4645529791680305}",20,12,-6.816995047208578,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
256,False,"{'a': 0.9, 'e': 0.46121459540964405}",20,5,-40.094080496576076,"{0: 9, 1: 1, 2: 5, 3: 0, 4: 0}",1
257,False,"{'a': 0.9, 'e': 0.45788892515003465}",30,7,-73.50801816786787,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 2}",1
258,False,"{'a': 0.9, 'e': 0.4545761238354452}",25,20,8.77797843874035,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.9, 'e': 0.45127634270950034}",25,0,-83.4664897259993,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
260,False,"{'a': 0.9, 'e': 0.44798972884575805}",25,10,-0.628076057508469,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
261,False,"{'a': 0.9, 'e': 0.4447164251811706}",35,8,0.6099902996224744,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
262,False,"{'a': 0.9, 'e': 0.4414565705504093}",30,0,-41.272407917689364,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
263,False,"{'a': 0.9, 'e': 0.43821029972101655}",35,0,-41.97263695410933,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",0
264,False,"{'a': 0.9, 'e': 0.43497774342934103}",20,6,-0.38215462603395944,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
265,False,"{'a': 0.9, 'e': 0.43175902841722036}",20,0,-6.529098661908155,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
266,False,"{'a': 0.9, 'e': 0.42855427746936925}",30,17,-13.546399443389568,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
267,False,"{'a': 0.9, 'e': 0.4253636094514375}",30,0,-2.4708636052947863,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
268,False,"{'a': 0.9, 'e': 0.4221871393486992}",35,0,-35.15851323202045,"{0: 29, 1: 2, 2: 2, 3: 2, 4: 0}",0
269,False,"{'a': 0.9, 'e': 0.4190249783053379}",20,0,-66.25133227923418,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
270,False,"{'a': 0.9, 'e': 0.4158772336642913}",30,12,11.067235643563025,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.9, 'e': 0.41274400900762087}",25,0,26.756689697588637,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.9, 'e': 0.4096254041973707}",25,0,-37.510497691509215,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
273,False,"{'a': 0.9, 'e': 0.4065215154168864}",30,3,33.55638647147914,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.9, 'e': 0.40343243521255545}",25,15,17.101691263202092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.9, 'e': 0.4003582525359427}",20,10,14.350501992711786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.9, 'e': 0.39729905278628475}",25,0,-86.59406142840201,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
277,False,"{'a': 0.9, 'e': 0.39425491785331823}",25,6,14.214986684460115,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
278,False,"{'a': 0.9, 'e': 0.3912259261604071}",30,10,-4.535571915399164,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
279,False,"{'a': 0.9, 'e': 0.38821215270794385}",30,4,17.952439176340686,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.9, 'e': 0.3852136691169944}",20,0,-13.798184362195085,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
281,False,"{'a': 0.9, 'e': 0.3822305436731597}",25,0,-97.75365900727128,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
282,False,"{'a': 0.9, 'e': 0.37926284137062805}",25,4,21.677606521634928,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.9, 'e': 0.3763106239563905}",25,12,21.12122278414925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.9, 'e': 0.37337394997459694}",30,0,-70.61572890190767,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
285,False,"{'a': 0.9, 'e': 0.37045287481102374}",20,0,-32.87329906309084,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
286,False,"{'a': 0.9, 'e': 0.3675474507376345}",35,3,-87.03689075296091,"{0: 25, 1: 3, 2: 1, 3: 1, 4: 2}",1
287,False,"{'a': 0.9, 'e': 0.3646577269572059}",20,12,14.917423931208468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.9, 'e': 0.3617837496479993}",30,16,11.455549392900071,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.9, 'e': 0.35892556200845516}",20,0,-33.69909022750118,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.9, 'e': 0.3560832043018889}",20,14,-31.236880576826255,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.9, 'e': 0.35325671390116764}",20,14,-1.702157701058216,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.9, 'e': 0.35044612533334984}",20,0,4.260638071512638,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
293,False,"{'a': 0.9, 'e': 0.34765147032426524}",20,7,-36.94822352084844,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
294,False,"{'a': 0.9, 'e': 0.34487277784301973}",20,7,0.3704182610652593,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
295,False,"{'a': 0.9, 'e': 0.3421100741464054}",25,0,6.129820531584883,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
296,False,"{'a': 0.9, 'e': 0.3393633828231999}",25,6,-7.844245257810874,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.9, 'e': 0.33663272483833595}",20,9,-31.952066605130312,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.9, 'e': 0.33391811857692866}",20,2,20.07770893220194,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.9, 'e': 0.3312195798881402}",30,13,3.944195660439786,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.9, 'e': 0.32853712212887287}",25,14,-35.92384168766829,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
301,False,"{'a': 0.9, 'e': 0.32587075620727024}",20,2,-58.25989089627304,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
302,False,"{'a': 0.9, 'e': 0.32322049062601665}",25,0,-20.786806793859665,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
303,False,"{'a': 0.9, 'e': 0.32058633152542015}",25,12,20.25470961380469,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.9, 'e': 0.31796828272626687}",30,4,-7.0199314928747985,"{0: 23, 1: 0, 2: 2, 3: 1, 4: 0}",1
305,False,"{'a': 0.9, 'e': 0.31536634577243294}",25,0,-53.438346393144,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
306,False,"{'a': 0.9, 'e': 0.31278051997324496}",20,0,1.7380232795847643,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
307,False,"{'a': 0.9, 'e': 0.31021080244557553}",20,4,-105.62363905362511,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 3}",1
308,False,"{'a': 0.9, 'e': 0.3076571881556641}",30,16,3.4273837718862588,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
309,False,"{'a': 0.9, 'e': 0.305119669960653}",20,2,20.851290611899465,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.9, 'e': 0.3025982386498286}",30,12,26.463333966467026,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.9, 'e': 0.3000928829855589}",25,11,12.327629575020977,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.9, 'e': 0.297603589743917}",25,16,2.028146257073721,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.9, 'e': 0.2951303437549859}",20,1,16.146950029825568,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.9, 'e': 0.29267312794283085}",20,0,-16.512388353072886,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
315,False,"{'a': 0.9, 'e': 0.29023192336513826}",30,19,2.751975364325402,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.9, 'e': 0.2878067092525084}",25,8,19.55334838766797,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.9, 'e': 0.28539746304739966}",20,12,-28.485419231376635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
318,False,"{'a': 0.9, 'e': 0.28300416044271415}",20,7,-9.63911318822635,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
319,False,"{'a': 0.9, 'e': 0.28062677542002246}",25,2,-25.54736097156887,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
320,False,"{'a': 0.9, 'e': 0.2782652802874185}",30,12,20.992085919364804,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.9, 'e': 0.27591964571700234}",25,0,-80.6708585927995,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
322,False,"{'a': 0.9, 'e': 0.2735898407819838}",25,0,-8.137051856105794,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
323,False,"{'a': 0.9, 'e': 0.2712758329934044}",25,13,2.169897453329329,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.9, 'e': 0.2689775883364707}",35,7,-5.360343412821878,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
325,False,"{'a': 0.9, 'e': 0.26669507130649894}",20,0,8.198669975600307,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
326,False,"{'a': 0.9, 'e': 0.26442824494446393}",20,10,-3.7432251138304213,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.9, 'e': 0.26217707087215125}",20,13,7.47534017058356,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.9, 'e': 0.2599415093269092}",25,7,2.2734296393279667,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.9, 'e': 0.25772151919599706}",25,10,26.709270101639735,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.9, 'e': 0.25551705805052904}",25,18,13.817926876566649,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.9, 'e': 0.2533280821790106}",20,9,-11.795947715023807,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
332,False,"{'a': 0.9, 'e': 0.25115454662046477}",20,1,29.189415497126756,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.9, 'e': 0.24899640519714972}",25,10,-29.858191946435216,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.9, 'e': 0.24685361054686217}",20,7,2.3560402237662172,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
335,False,"{'a': 0.9, 'e': 0.24472611415482948}",20,3,30.365912084480446,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.9, 'e': 0.24261386638518756}",20,0,30.07496598720256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
337,False,"{'a': 0.9, 'e': 0.24051681651204349}",20,0,6.871950151781817,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
338,False,"{'a': 0.9, 'e': 0.2384349127501253}",35,26,9.485154006683855,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.9, 'e': 0.23636810228501415}",30,15,-123.84610238254841,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 3}",1
340,False,"{'a': 0.9, 'e': 0.2343163313029646}",30,17,11.379621409818071,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.9, 'e': 0.2322795450203079}",25,0,-29.414660642758115,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
342,False,"{'a': 0.9, 'e': 0.23025768771244248}",25,17,14.568218611046575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.9, 'e': 0.22825070274240966}",25,12,21.993817277354772,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.9, 'e': 0.22625853258905848}",25,5,12.299232360659605,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.9, 'e': 0.22428111887479585}",25,14,22.776867816081666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.9, 'e': 0.2223184023929291}",20,0,-13.73397105762133,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
347,False,"{'a': 0.9, 'e': 0.22037032313459637}",35,13,-53.81846933450756,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
348,False,"{'a': 0.9, 'e': 0.21843682031529077}",20,6,4.438349715737699,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
349,False,"{'a': 0.9, 'e': 0.21651783240097688}",20,0,27.54419278225701,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
350,False,"{'a': 0.9, 'e': 0.2146132971338034}",25,13,20.38240635843451,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.9, 'e': 0.21272315155741184}",25,0,13.930979442232365,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
352,False,"{'a': 0.9, 'e': 0.2108473320418457}",30,20,21.349003831150696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.9, 'e': 0.20898577430805865}",25,20,7.687771624194632,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.9, 'e': 0.2071384134520281}",20,13,6.614609427471543,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.9, 'e': 0.20530518396847264}",25,16,15.946903448560988,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.9, 'e': 0.20348601977417924}",25,20,8.71634897466379,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.9, 'e': 0.20168085423093862}",20,10,8.691164064938754,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.9, 'e': 0.19988962016809642}",20,8,-1.2500682138108028,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
359,False,"{'a': 0.9, 'e': 0.19811224990471787}",35,19,30.12173135979627,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.9, 'e': 0.19634867527137234}",25,0,9.197175899613015,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
361,False,"{'a': 0.9, 'e': 0.19459882763153935}",30,15,12.68877498881606,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.9, 'e': 0.1928626379026377}",20,3,16.792898477681693,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 0.1911400365766841}",20,0,27.660948250786927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.9, 'e': 0.18943095374058017}",25,8,19.30465020612629,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 0.18773531909603458}",20,0,-11.442246642971037,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
366,False,"{'a': 0.9, 'e': 0.1860530619791212}",30,12,10.760724827870698,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
367,False,"{'a': 0.9, 'e': 0.18438411137947786}",30,12,-10.813997100337904,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
368,False,"{'a': 0.9, 'e': 0.1827283959591477}",25,12,11.296052501881066,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 0.18108584407106876}",30,9,-4.2012776066034885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
370,False,"{'a': 0.9, 'e': 0.17945638377721207}",30,18,22.22114446133137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 0.17783994286637472}",25,18,-10.805592626237559,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
372,False,"{'a': 0.9, 'e': 0.17623644887162926}",20,3,-21.13573029688488,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
373,False,"{'a': 0.9, 'e': 0.1746458290874342}",20,0,16.29835760608388,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
374,False,"{'a': 0.9, 'e': 0.17306801058640842}",25,15,-7.164519676799984,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
375,False,"{'a': 0.9, 'e': 0.17150292023577396}",25,17,12.786620923261928,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 0.1699504847134693}",25,15,19.454384510303417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9, 'e': 0.16841063052393856}",20,2,22.71984211805238,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 0.16688328401359942}",30,19,1.4330830674456627,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
379,False,"{'a': 0.9, 'e': 0.16536837138599303}",25,13,6.442515765100721,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 0.1638658187166201}",20,6,25.60310386029892,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9, 'e': 0.16237555196746722}",25,10,25.327367115739946,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 0.16089749700122646}",20,9,-14.044928538636384,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
383,False,"{'a': 0.9, 'e': 0.1594315795952128}",20,8,-19.99832875134296,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
384,False,"{'a': 0.9, 'e': 0.15797772545498157}",30,19,20.43368320143959,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 0.15653586022765154}",20,11,16.982315347918398,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 0.15510590951493675}",35,19,-57.09754683399933,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
387,False,"{'a': 0.9, 'e': 0.15368779888589001}",25,0,30.97390852418492,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
388,False,"{'a': 0.9, 'e': 0.15228145388936287}",20,9,18.705219787723017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.9, 'e': 0.15088680006618505}",20,12,13.726859372756397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 0.14950376296106804}",25,11,25.512335788361497,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 0.14813226813423552}",30,6,-10.735943751225879,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
392,False,"{'a': 0.9, 'e': 0.1467722411727853}",20,6,-13.99044306603275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
393,False,"{'a': 0.9, 'e': 0.1454236077017852}",30,7,28.843768698492397,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 0.14408629339510837}",20,0,34.536527921666455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
395,False,"{'a': 0.9, 'e': 0.14276022398601018}",30,12,17.90535925307906,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 0.14144532527745124}",20,6,12.663983143588023,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.9, 'e': 0.14014152315217}",25,12,3.233655802381711,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
