trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
30,False,"{'a': 0.9, 'e': 0.997332319112467}",30,0,-266.14722222177795,"{0: 16, 1: 3, 2: 3, 3: 4, 4: 4}",0
31,False,"{'a': 0.9, 'e': 0.9971702747300466}",25,0,-175.3936787496847,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
32,False,"{'a': 0.9, 'e': 0.9970001479151799}",20,0,-77.38598076245691,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.9, 'e': 0.9968216397742218}",30,0,-174.5410819686727,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
34,False,"{'a': 0.9, 'e': 0.996634445625154}",25,0,-109.34348575566463,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
35,False,"{'a': 0.9, 'e': 0.9964382551142518}",20,0,-118.33788283880314,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
36,False,"{'a': 0.9, 'e': 0.9962327523428605}",25,0,-229.4592450575007,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 4}",0
37,False,"{'a': 0.9, 'e': 0.9960176160042294}",25,0,-183.93485534208972,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
38,False,"{'a': 0.9, 'e': 0.9957925195303262}",30,0,-148.06600954272113,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
39,False,"{'a': 0.9, 'e': 0.9955571312485331}",25,0,-285.7146730346209,"{0: 11, 1: 0, 2: 8, 3: 1, 4: 5}",0
40,False,"{'a': 0.9, 'e': 0.9953111145481063}",20,0,-134.11445674723134,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
41,False,"{'a': 0.9, 'e': 0.9950541280562553}",20,0,-218.55716947363396,"{0: 8, 1: 3, 2: 5, 3: 0, 4: 4}",0
42,False,"{'a': 0.9, 'e': 0.9947858258236796}",25,0,-55.54546318385121,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
43,False,"{'a': 0.9, 'e': 0.9945058575193797}",25,0,-121.08578635513526,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
44,False,"{'a': 0.9, 'e': 0.9942138686345356}",30,11,-155.9164118592181,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 3}",1
45,False,"{'a': 0.9, 'e': 0.9939095006952301}",20,0,-62.55748501207675,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
46,False,"{'a': 0.9, 'e': 0.9935923914837714}",20,0,-106.36040610876718,"{0: 10, 1: 0, 2: 8, 3: 2, 4: 0}",0
47,False,"{'a': 0.9, 'e': 0.9932621752683541}",20,0,-93.30349922221293,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
48,False,"{'a': 0.9, 'e': 0.9929184830407737}",20,0,-87.79102732703711,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
49,False,"{'a': 0.9, 'e': 0.9925609427618999}",20,0,-97.73745057346272,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
50,False,"{'a': 0.9, 'e': 0.992189179614591}",25,0,-168.4481982226768,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
51,False,"{'a': 0.9, 'e': 0.9918028162637177}",25,0,-185.017144155373,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
52,False,"{'a': 0.9, 'e': 0.9914014731229519}",20,0,-205.9137330244426,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
53,False,"{'a': 0.9, 'e': 0.9909847686279573}",20,0,-109.87531582028289,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
54,False,"{'a': 0.9, 'e': 0.9905523195156101}",25,0,-171.35209497681097,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 3}",0
55,False,"{'a': 0.9, 'e': 0.9901037411088612}",30,0,-144.4456153641489,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
56,False,"{'a': 0.9, 'e': 0.9896386476068445}",25,0,-20.18155622183873,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
57,False,"{'a': 0.9, 'e': 0.9891566523798208}",30,17,-41.278773610954964,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
58,False,"{'a': 0.9, 'e': 0.988657368268541}",20,0,-22.713599628270934,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.9, 'e': 0.9881404078876029}",20,13,-2.8237454352260416,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
60,False,"{'a': 0.9, 'e': 0.9876053839323671}",20,0,-179.61640448714772,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
61,False,"{'a': 0.9, 'e': 0.9870519094889926}",25,0,-127.60701037574778,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",1
62,False,"{'a': 0.9, 'e': 0.9864795983471478}",20,0,-93.86093968905821,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
63,False,"{'a': 0.9, 'e': 0.9858880653149473}",20,0,-116.95640359912423,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
64,False,"{'a': 0.9, 'e': 0.9852769265356616}",20,0,-108.36679044994554,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
65,False,"{'a': 0.9, 'e': 0.9846457998057455}",30,0,-143.18025003531704,"{0: 19, 1: 0, 2: 7, 3: 3, 4: 1}",0
66,False,"{'a': 0.9, 'e': 0.9839943048937304}",20,0,-140.7789088496791,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
67,False,"{'a': 0.9, 'e': 0.9833220638595227}",20,0,-122.50484241312103,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
68,False,"{'a': 0.9, 'e': 0.9826287013736555}",25,11,-94.35061343762823,"{0: 5, 1: 4, 2: 4, 3: 0, 4: 1}",1
69,False,"{'a': 0.9, 'e': 0.9819138450360392}",20,0,-37.670767248991815,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
70,False,"{'a': 0.9, 'e': 0.9811771256937614}",20,0,-149.04203605447452,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
71,False,"{'a': 0.9, 'e': 0.98041817775749}",25,0,-53.22707156676326,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
72,False,"{'a': 0.9, 'e': 0.9796366395160371}",30,0,-204.1568882607074,"{0: 15, 1: 3, 2: 8, 3: 2, 4: 2}",0
73,False,"{'a': 0.9, 'e': 0.9788321534486484}",35,0,-189.95246986040593,"{0: 20, 1: 6, 2: 5, 3: 1, 4: 3}",0
74,False,"{'a': 0.9, 'e': 0.9780043665345882}",30,0,-184.68800082414649,"{0: 15, 1: 6, 2: 5, 3: 2, 4: 2}",0
75,False,"{'a': 0.9, 'e': 0.9771529305595983}",20,0,-48.13772766614288,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
76,False,"{'a': 0.9, 'e': 0.9762775024188151}",25,0,-112.1667316588312,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
77,False,"{'a': 0.9, 'e': 0.9753777444157421}",25,0,-45.11922988665151,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
78,False,"{'a': 0.9, 'e': 0.9744533245568804}",35,0,-87.77164470468907,"{0: 25, 1: 1, 2: 7, 3: 2, 4: 0}",0
79,False,"{'a': 0.9, 'e': 0.9735039168416318}",25,0,-136.71818414676434,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
80,False,"{'a': 0.9, 'e': 0.9725292015471018}",20,0,-73.8452759712849,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
81,False,"{'a': 0.9, 'e': 0.971528865507437}",25,0,-54.20730076289239,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
82,False,"{'a': 0.9, 'e': 0.9705026023873495}",20,0,-147.88728647296003,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
83,False,"{'a': 0.9, 'e': 0.969450112949488}",25,0,-37.589886092103335,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
84,False,"{'a': 0.9, 'e': 0.9683711053153305}",20,0,-145.64876056684585,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
85,False,"{'a': 0.9, 'e': 0.9672652952192902}",20,0,-23.259231630313842,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
86,False,"{'a': 0.9, 'e': 0.9661324062557346}",20,0,-66.39698896948217,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
87,False,"{'a': 0.9, 'e': 0.9649721701186367}",25,0,-137.34737616332166,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
88,False,"{'a': 0.9, 'e': 0.9637843268335899}",25,0,-134.68422637292392,"{0: 15, 1: 1, 2: 5, 3: 3, 4: 1}",0
89,False,"{'a': 0.9, 'e': 0.962568624981934}",30,9,-37.33843482457304,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
90,False,"{'a': 0.9, 'e': 0.9613248219167541}",20,0,-179.75307966477027,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
91,False,"{'a': 0.9, 'e': 0.9600526839705315}",25,6,-109.17374947626101,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 3}",1
92,False,"{'a': 0.9, 'e': 0.9587519866542386}",30,0,-244.82718547652146,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 5}",0
93,False,"{'a': 0.9, 'e': 0.9574225148476881}",20,0,-66.87278422535307,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
94,False,"{'a': 0.9, 'e': 0.9560640629809627}",35,0,-202.715478881723,"{0: 18, 1: 3, 2: 9, 3: 4, 4: 1}",0
95,False,"{'a': 0.9, 'e': 0.9546764352067629}",35,0,-236.54295991208795,"{0: 18, 1: 2, 2: 11, 3: 1, 4: 3}",0
96,False,"{'a': 0.9, 'e': 0.9532594455635351}",25,0,-194.82393519225968,"{0: 7, 1: 4, 2: 11, 3: 2, 4: 1}",0
97,False,"{'a': 0.9, 'e': 0.9518129181292478}",20,0,-181.67527741447938,"{0: 8, 1: 0, 2: 9, 3: 1, 4: 2}",0
98,False,"{'a': 0.9, 'e': 0.9503366871657097}",20,0,-124.32128874950784,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
99,False,"{'a': 0.9, 'e': 0.948830597253329}",25,2,-213.49597308707504,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 4}",1
100,False,"{'a': 0.9, 'e': 0.9472945034162394}",30,0,-78.97984879221937,"{0: 23, 1: 3, 2: 1, 3: 2, 4: 1}",0
101,False,"{'a': 0.9, 'e': 0.9457282712377251}",20,0,-141.4005962639641,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
102,False,"{'a': 0.9, 'e': 0.9441317769658959}",20,0,-162.1802500794481,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
103,False,"{'a': 0.9, 'e': 0.9425049076095814}",25,0,-135.30581350711674,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
104,False,"{'a': 0.9, 'e': 0.9408475610244217}",20,0,-80.12207062741776,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
105,False,"{'a': 0.9, 'e': 0.9391596459891525}",20,0,-57.91143053312895,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
106,False,"{'a': 0.9, 'e': 0.9374410822720932}",25,0,-171.90553404715033,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
107,False,"{'a': 0.9, 'e': 0.9356918006878636}",25,0,-166.6614769263064,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
108,False,"{'a': 0.9, 'e': 0.9339117431443636}",20,0,-124.23379449431427,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
109,False,"{'a': 0.9, 'e': 0.93210086268007}",20,0,-222.48181234762248,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 5}",0
110,False,"{'a': 0.9, 'e': 0.9302591234917112}",25,0,-59.5918770712062,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
111,False,"{'a': 0.9, 'e': 0.9283865009523998}",20,0,-131.89773947031728,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
112,False,"{'a': 0.9, 'e': 0.9264829816203055}",20,0,-159.27045281346508,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
113,False,"{'a': 0.9, 'e': 0.9245485632379755}",25,0,-86.1257220657891,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
114,False,"{'a': 0.9, 'e': 0.9225832547224075}",25,0,-140.96408446233704,"{0: 13, 1: 5, 2: 3, 3: 3, 4: 1}",0
115,False,"{'a': 0.9, 'e': 0.9205870761460013}",30,0,-122.12308001847757,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
116,False,"{'a': 0.9, 'e': 0.9185600587085208}",25,0,-230.83468578047896,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 5}",0
117,False,"{'a': 0.9, 'e': 0.9165022447002069}",25,0,-148.31795067749,"{0: 14, 1: 4, 2: 2, 3: 4, 4: 1}",0
118,False,"{'a': 0.9, 'e': 0.9144136874561964}",20,0,-76.5177699303534,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
119,False,"{'a': 0.9, 'e': 0.9122944513024057}",35,0,-209.13056587778425,"{0: 21, 1: 5, 2: 5, 3: 0, 4: 4}",0
120,False,"{'a': 0.9, 'e': 0.9101446114930486}",20,0,-193.97326721990063,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
121,False,"{'a': 0.9, 'e': 0.9079642541399673}",20,0,-35.73927086672015,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
122,False,"{'a': 0.9, 'e': 0.9057534761339605}",25,0,-45.83570131398187,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
123,False,"{'a': 0.9, 'e': 0.9035123850583009}",25,0,-137.93650229757182,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
124,False,"{'a': 0.9, 'e': 0.9012410990946398}",30,0,-76.9732184778804,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
125,False,"{'a': 0.9, 'e': 0.8989397469215067}",20,0,-157.7391906941994,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
126,False,"{'a': 0.9, 'e': 0.8966084676056103}",25,0,-197.4890167856199,"{0: 14, 1: 5, 2: 1, 3: 1, 4: 4}",0
127,False,"{'a': 0.9, 'e': 0.8942474104861594}",25,0,-68.98226216972174,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
128,False,"{'a': 0.9, 'e': 0.8918567350524229}",20,10,-3.3280216927989326,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.9, 'e': 0.8894366108147533}",25,0,-44.188050111828304,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
130,False,"{'a': 0.9, 'e': 0.8869872171693027}",20,0,-77.89175682402347,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
131,False,"{'a': 0.9, 'e': 0.8845087432566618}",20,0,-6.696464463077355,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
132,False,"{'a': 0.9, 'e': 0.8820013878146579}",25,0,-196.844363989318,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
133,False,"{'a': 0.9, 'e': 0.8794653590255462}",20,0,-30.914932232564375,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
134,False,"{'a': 0.9, 'e': 0.8769008743578379}",25,2,-138.36680120513017,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 3}",1
135,False,"{'a': 0.9, 'e': 0.8743081604029996}",25,0,-98.16351164392036,"{0: 12, 1: 4, 2: 9, 3: 0, 4: 0}",0
136,False,"{'a': 0.9, 'e': 0.8716874527072709}",20,0,-87.36903405004601,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
137,False,"{'a': 0.9, 'e': 0.8690389955988402}",20,0,-130.4003845174194,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
138,False,"{'a': 0.9, 'e': 0.8663630420106219}",20,0,-113.1153887426249,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
139,False,"{'a': 0.9, 'e': 0.8636598532988783}",30,0,-187.60675552988462,"{0: 18, 1: 4, 2: 3, 3: 2, 4: 3}",0
140,False,"{'a': 0.9, 'e': 0.8609296990579288}",25,0,-215.642267444511,"{0: 11, 1: 2, 2: 6, 3: 4, 4: 2}",0
141,False,"{'a': 0.9, 'e': 0.858172856931188}",20,0,-154.12899264743746,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
142,False,"{'a': 0.9, 'e': 0.8553896124187745}",20,0,-131.05737137871606,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
143,False,"{'a': 0.9, 'e': 0.8525802586819284}",25,0,-48.40297758727743,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
144,False,"{'a': 0.9, 'e': 0.8497450963444779}",20,0,-35.876328992255104,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
145,False,"{'a': 0.9, 'e': 0.8468844332915888}",25,0,-203.49890233282295,"{0: 15, 1: 0, 2: 6, 3: 0, 4: 4}",0
146,False,"{'a': 0.9, 'e': 0.8439985844660313}",20,0,-45.95533565302383,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
147,False,"{'a': 0.9, 'e': 0.8410878716621967}",20,0,-35.18120769924594,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
148,False,"{'a': 0.9, 'e': 0.838152623318091}",20,0,-103.99568691353205,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
149,False,"{'a': 0.9, 'e': 0.8351931743055314}",25,0,-116.13572107240779,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
150,False,"{'a': 0.9, 'e': 0.8322098657187683}",20,0,-124.64442039476288,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
151,False,"{'a': 0.9, 'e': 0.8292030446617515}",20,0,-37.18233393842679,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
152,False,"{'a': 0.9, 'e': 0.8261730640342559}",30,0,-95.9559476218772,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
153,False,"{'a': 0.9, 'e': 0.8231202823170778}",25,0,-140.4147154983784,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
154,False,"{'a': 0.9, 'e': 0.8200450633565095}",30,0,-158.17306808502383,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 2}",0
155,False,"{'a': 0.9, 'e': 0.8169477761482951}",25,0,-115.49570020685593,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
156,False,"{'a': 0.9, 'e': 0.8138287946212655}",30,12,6.963692496295364,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.9, 'e': 0.8106884974208494}",20,0,-68.48230475955886,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
158,False,"{'a': 0.9, 'e': 0.8075272676926466}",25,0,-140.99467193309235,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
159,False,"{'a': 0.9, 'e': 0.8043454928662506}",25,0,-16.12204650804114,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
160,False,"{'a': 0.9, 'e': 0.8011435644395004}",30,0,-121.13446311478843,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
161,False,"{'a': 0.9, 'e': 0.7979218777633357}",25,19,-1.9038498017086756,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.9, 'e': 0.7946808318274272}",20,10,-38.003906349684065,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
163,False,"{'a': 0.9, 'e': 0.7914208290467442}",25,0,-141.9248724133732,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
164,False,"{'a': 0.9, 'e': 0.7881422750492226}",25,0,-48.587298627065934,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
165,False,"{'a': 0.9, 'e': 0.784845578464686}",20,4,-61.61579945998314,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
166,False,"{'a': 0.9, 'e': 0.7815311507151687}",30,0,-73.76495244915871,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
167,False,"{'a': 0.9, 'e': 0.7781994058067864}",20,0,-43.09430215346549,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
168,False,"{'a': 0.9, 'e': 0.7748507601232918}",25,0,-82.41839743998071,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
169,False,"{'a': 0.9, 'e': 0.7714856322214498}",20,0,-107.84786754698183,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
170,False,"{'a': 0.9, 'e': 0.768104442628359}",30,9,-75.45578703835379,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
171,False,"{'a': 0.9, 'e': 0.7647076136408426}",20,0,-96.66912728692054,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
172,False,"{'a': 0.9, 'e': 0.7612955691270278}",20,1,-29.516105256811855,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
173,False,"{'a': 0.9, 'e': 0.7578687343302224}",20,5,-114.09709634490095,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 2}",1
174,False,"{'a': 0.9, 'e': 0.7544275356751988}",30,0,-78.59553467318689,"{0: 22, 1: 0, 2: 6, 3: 2, 4: 0}",0
175,False,"{'a': 0.9, 'e': 0.7509724005769852}",20,0,-42.93095641146454,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
176,False,"{'a': 0.9, 'e': 0.74750375725226}",30,6,-20.367213339345007,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
177,False,"{'a': 0.9, 'e': 0.7440220345334425}",20,8,-64.56939683779042,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
178,False,"{'a': 0.9, 'e': 0.7405276616855634}",25,0,2.4285160461446598,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
179,False,"{'a': 0.9, 'e': 0.737021068225999}",25,0,-45.44700385617425,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
180,False,"{'a': 0.9, 'e': 0.7335026837471419}",20,0,-45.31737098254972,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
181,False,"{'a': 0.9, 'e': 0.7299729377420826}",35,0,-136.69631164900247,"{0: 23, 1: 5, 2: 4, 3: 1, 4: 2}",0
182,False,"{'a': 0.9, 'e': 0.7264322594333659}",30,0,-59.70478198023677,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
183,False,"{'a': 0.9, 'e': 0.7228810776048844}",20,2,-42.17347038959694,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
184,False,"{'a': 0.9, 'e': 0.7193198204369662}",20,0,-61.15509925011125,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
185,False,"{'a': 0.9, 'e': 0.7157489153447083}",30,10,-84.11205192382413,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",1
186,False,"{'a': 0.9, 'e': 0.712168788819604}",30,0,-88.56478137704387,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
187,False,"{'a': 0.9, 'e': 0.7085798662745069}",25,0,-81.00490346922538,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
188,False,"{'a': 0.9, 'e': 0.7049825718919709}",20,0,-58.20891581963514,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.9, 'e': 0.7013773284760001}",20,0,-125.6535845283855,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
190,False,"{'a': 0.9, 'e': 0.6977645573072406}",20,0,24.752152727060253,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.9, 'e': 0.6941446780016385}",20,0,-30.608594937259937,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
192,False,"{'a': 0.9, 'e': 0.6905181083725878}",25,11,-57.82556657679756,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
193,False,"{'a': 0.9, 'e': 0.6868852642965867}",20,7,-51.91558929844337,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
194,False,"{'a': 0.9, 'e': 0.6832465595824186}",25,0,-58.06558374997874,"{0: 20, 1: 2, 2: 0, 3: 2, 4: 1}",0
195,False,"{'a': 0.9, 'e': 0.6796024058438652}",20,0,-114.1295997772103,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
196,False,"{'a': 0.9, 'e': 0.6759532123759635}",25,0,-100.73682867719474,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",1
197,False,"{'a': 0.9, 'e': 0.6722993860348088}",25,0,-66.74641305372904,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
198,False,"{'a': 0.9, 'e': 0.6686413311209056}",20,0,-44.25939269857451,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
199,False,"{'a': 0.9, 'e': 0.6649794492660639}",20,0,-42.36956882704021,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
200,False,"{'a': 0.9, 'e': 0.6613141393238346}",20,0,-54.80826958280264,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
201,False,"{'a': 0.9, 'e': 0.657645797263479}",25,0,-62.53366706038133,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
202,False,"{'a': 0.9, 'e': 0.6539748160674566}",25,0,-158.55912097840982,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
203,False,"{'a': 0.9, 'e': 0.6503015856324208}",20,0,-108.80208228397075,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
204,False,"{'a': 0.9, 'e': 0.6466264926737053}",25,0,-99.59642845721937,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
205,False,"{'a': 0.9, 'e': 0.6429499206332805}",20,0,-74.7502036769351,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
206,False,"{'a': 0.9, 'e': 0.6392722495911598}",20,0,-97.86957783875003,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
207,False,"{'a': 0.9, 'e': 0.6355938561802328}",35,0,-137.63431380088127,"{0: 24, 1: 4, 2: 3, 3: 2, 4: 2}",0
208,False,"{'a': 0.9, 'e': 0.6319151135044956}",30,12,-43.70525798469987,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
209,False,"{'a': 0.9, 'e': 0.6282363910606541}",20,6,-18.629526108365358,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.9, 'e': 0.6245580546630676}",25,0,-41.79761244428674,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
211,False,"{'a': 0.9, 'e': 0.6208804663720009}",20,0,-57.672423548859555,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
212,False,"{'a': 0.9, 'e': 0.617203984425151}",20,2,16.49771119058366,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.9, 'e': 0.6135289631724128}",25,9,-29.532077283936086,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
